pairid,argid,propid_to,propid_from,text_to,text_from,relation,causal_3_cause,causal_3_obstruct,causal_3_else
00447_5#00447_5_3,00447,00447_5,00447_5_3,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" costs the military needed soldiers",1,0.0005294465227052569,1.0880752597586252e-05,0.9994596838951111
00447_5#00447_5_7,00447,00447_5,00447_5_7,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" fosters discrimination against women",1,0.0002260535693494603,1.0757807103800587e-05,0.9997631907463074
00999_2#00999_2_1,00999,00999_2,00999_2_1,Cultural treasures should be returned to their country of origin.,"It is not always clear how artefacts were acquired (illegally or otherwise), making it impossible to determine a basis for their return to a country of origin:",-1,0.01618914119899273,0.4424581229686737,0.5413527488708496
00447_8#00447_8_1,00447,00447_8,00447_8_1,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell makes gays second class citizens",1,6.420248246286064e-05,2.0244635379640386e-05,0.9999154806137085
00447_8#00447_8_5,00447,00447_8,00447_8_5,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" has been upheld in court",-1,0.01097981259226799,2.5718294637044892e-05,0.9889945387840271
00874_8#00874_8_26,00874,00874_8,00874_8_26,Society should ban or restrict the sale and use of violent video games.,"Claim that the intensity of the above influences of video games on the player are likely only going to grow, as video games become increasingly realistic:",1,0.9998447895050049,2.1556694264290854e-05,0.0001335756096523255
01302_1#01302_1_4,01302,01302_1,01302_1_4,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,"Marriage is about union and love, both of which are hard to fulfill and need to be continually worked on, rather than abandoned casually:",-1,0.00041932682506740093,0.00015316129429265857,0.9994274377822876
00726_6#00726_6_15,00726,00726_6,00726_6_15,The US government should fund embryonic stem cell research.,"Adult stem cells taken from patients themselves avoids immune rejection better than embryonic stem cells, and that this could be a more cost effective approach to treatment:",-1,0.7066989541053772,9.7815522167366e-05,0.293203204870224
00726_6#00726_6_9,00726,00726_6,00726_6_9,The US government should fund embryonic stem cell research.,"The Orlic and NIH 2001 tests were not repeatable, reducing the credibility of the claim that certain adult stem cell can help repair heart tissue:",1,0.041850507259368896,0.000102168349258136,0.9580472707748413
00726_3#00726_3_2,00726,00726_3,00726_3_2,The US government should fund embryonic stem cell research.,"Life only begins when humans take their first breath, claiming that a destruction of an embryo or fetus before this point is not the destruction of life:",1,0.07718266546726227,0.000730051368009299,0.9220871925354004
00447_3#00447_3_7,00447,00447_3,00447_3_7,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Minority of troop discomfort with gays is enough to damage cohesion.,-1,0.002584418747574091,2.7523103199200705e-05,0.9973881840705872
00447_8#00447_8_2,00447,00447_8,00447_8_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell is inconsistent with conservative ideals",1,0.0005370283615775406,1.0937264960375614e-05,0.9994520545005798
00447_8#00447_8_8,00447,00447_8,00447_8_8,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","Don""t ask don""t tell wrongly forces gay servicemen to lie",1,0.0006066799978725612,1.3652962479682174e-05,0.9993796348571777
00447_18#00447_18_4,00447,00447_18,00447_18_4,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" damages gay troop relationships",1,0.00010961603402392939,1.1977200301771518e-05,0.9998784065246582
00513_4#00513_4_4,00513,00513_4,00513_4_4,Countries should place some limitations on foreign investments.,Putting a cap on foreign investment and so reducing the likelihood of a bubble economy developing acts as a spur to local investors to invest their money in the home economy.,1,0.0008107913890853524,2.092150316457264e-05,0.9991682767868042
00803_4#00803_4_3,00803,00803_4,00803_4_3,Countries should place some limitations on foreign investments.,Putting a cap on foreign investment and so reducing the likelihood of a bubble economy developing acts as a spur to local investors to invest their money in the home economy.,1,0.0008107913890853524,2.092150316457264e-05,0.9991682767868042
00325_1#00325_1_3,00325,00325_1,00325_1_3,Abortions should be limited to 3 months within conception.,"If there is to be common ground or compromise, it may be in fixing the point during pregnancy which there is consensus that abortions should be limited.",1,0.00010451904381625354,6.590362318092957e-05,0.9998295307159424
00508_5#00508_5_2,00508,00508_5,00508_5_2,Governments should have the power to intern suspects without trial.,"The war on terror is not like past, conventional conflicts, and the executive branch should not be able to take wartime powers simply on its own declaration.",1,0.001122989458963275,1.9869768948410638e-05,0.9988571405410767
00042_20#00042_20_1,00042,00042_20,00042_20_1,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","Despite promising developments, it is unrealistic to expect Iraqs own forces to be able to take over fully in the near future.",-1,0.0002794422034639865,1.1953599823755212e-05,0.9997085928916931
00096_5#00096_5_1,00096,00096_5,00096_5_1,Governments should have the power to intern suspects without trial.,"The war on terror is not like past, conventional conflicts, and the executive branch should not be able to take wartime powers simply on its own declaration.",1,0.001122989458963275,1.9869768948410638e-05,0.9988571405410767
00447_4#00447_4_2,00447,00447_4,00447_4_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" maintains modest sexual values",-1,0.001124588306993246,9.97802271740511e-06,0.9988654851913452
00447_4#00447_4_3,00447,00447_4,00447_4_3,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" preserves US military values",-1,0.000172125015524216,1.2580841030285228e-05,0.9998152852058411
00680_6#00680_6_2,00680,00680_6,00680_6_2,Nato should continue to expand into East Europe and possible beyond.,NATO expansion can only lead to the overstretching of the organisation and thus the undermining of stability for the entirety of Europe.,-1,0.012995160184800625,8.49960561026819e-05,0.9869198799133301
00508_1#00508_1_1,00508,00508_1,00508_1_1,Governments should have the power to intern suspects without trial.,"The war on terror is not truly winnable, making it wrong to ""intern"" or detain on the indefinite basis of such a war.",-1,0.003163389628753066,4.6346645831363276e-05,0.9967902302742004
00726_3#00726_3_1,00726,00726_3,00726_3_1,The US government should fund embryonic stem cell research.,"""Life"" can only begin in the womb, not in a laboratory, making the destruction of embryos that never existed in the womb acceptable.",1,0.04031894728541374,0.00010934722376987338,0.9595716595649719
00726_1#00726_1_13,00726,00726_1,00726_1_13,The US government should fund embryonic stem cell research.,"The current cost of Alzheimers disease to American society, which some sources argue would be eliminated through the discovery of a cure through stem cell research:",1,0.4246654808521271,0.0005152142257429659,0.5748192667961121
00030_1#00030_1_1,00030,00030_1,00030_1_1,Sado-masochism should be legalised.,A prohibition of sado-masochism is simply inconsistent with the liberty that governments already permit their citizens to injure each other and themselves.,1,0.051266442984342575,0.00041342974873259664,0.948320209980011
00030_1#00030_1_2,00030,00030_1,00030_1_2,Sado-masochism should be legalised.,"Counter that boxing is a primary example of an activity that involves the direct, intentional harm to ones self and other individuals, and which is legal:",1,0.7978859543800354,6.535553256981075e-05,0.20204877853393555
00909_2#00909_2_3,00909,00909_2,00909_2_3,Doctors should be allowed to prescribe contraception for girls under the age of 16.,"The government cannot allow for the provision of condoms to youths, such that it implicitly condones breaking the law:",-1,0.0065913936123251915,3.438343628658913e-05,0.9933742880821228
00424_1#00424_1_6,00424,00424_1,00424_1_6,Governments should choose open source software in order to encourage its use.,"Open-source software usually lacks customer support and trouble shooting like closed-source software, meaning governments have to pay extra for that support:",-1,0.002725825412198901,3.20571634802036e-05,0.9972420930862427
